kategori,rincian_masalah,status,tanggal_masuk,tanggal_selesai,id_laporan,skpd,response_time
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-06-26,2019-06-26,QL001278459,KELURAHAN TAMAN SARI,0
"SALURAN AIR, KALI/SUNGAI",LAIN-LAIN: SAMPAH SALURAN,COMPLETE,2019-06-26,2019-06-26,QL001278458,KELURAHAN TAMAN SARI,0
SAMPAH,SAMPAH GOT,COMPLETE,2019-06-26,2019-06-26,QL001278447,KELURAHAN SEMANAN,0
SAMPAH,SAMPAH GOT,COMPLETE,2019-06-26,2019-06-26,QL001278445,KELURAHAN SEMANAN,0
SAMPAH,SAMPAH GOT,COMPLETE,2019-06-26,2019-06-26,QL001278441,KELURAHAN SEMANAN,0
SAMPAH,SAMPAH GOT,COMPLETE,2019-06-26,2019-06-26,QL001278439,KELURAHAN SEMANAN,0
SAMPAH,SAMPAH HALTE TRANSJAKARTA,COMPLETE,2019-06-26,2019-06-26,QL001278436,KELURAHAN JEMBATAN BESI,0
SAMPAH,SAMPAH HALTE TRANSJAKARTA,COMPLETE,2019-06-26,2019-06-26,QL001278434,KELURAHAN JEMBATAN BESI,0
SAMPAH,SAMPAH GOT,COMPLETE,2019-06-26,2019-06-26,QL001278418,KELURAHAN JATI PULO,0
GANGGUAN KETENTERAMAN DAN KETERTIBAN,LAIN-LAIN: CORLI,COMPLETE,2019-06-26,2019-06-26,QL001278377,KELURAHAN TANJUNG DUREN SELATAN,0
"SALURAN AIR, KALI/SUNGAI",LAIN-LAIN: NULL,COMPLETE,2019-06-26,2019-06-26,QL001278406,KELURAHAN KAPUK,0
SAMPAH,SAMPAH GOT,COMPLETE,2019-06-26,2019-06-26,QL001278405,KELURAHAN KAPUK,0
"SALURAN AIR, KALI/SUNGAI",LAIN-LAIN: SAMPAH SALURAN PEMUKIMAN,COMPLETE,2019-06-26,2019-06-26,QL001278401,KELURAHAN JEMBATAN LIMA,0
GANGGUAN KETENTERAMAN DAN KETERTIBAN,LAIN-LAIN: CORETAN,COMPLETE,2019-06-25,2019-06-26,QL001278244,KELURAHAN KEMANGGISAN,1
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-06-25,2019-06-25,QL001278292,KELURAHAN CENGKARENG BARAT,0
GANGGUAN KETENTERAMAN DAN KETERTIBAN,LAIN-LAIN: ADA CORLI,COMPLETE,2019-06-25,2019-06-25,QL001278242,KELURAHAN TANJUNG DUREN SELATAN,0
JEMBATAN PENYEBERANGAN ORANG (JPO) DAN/ATAU HALTE,LAIN-LAIN: JALANAN KOTOR,COMPLETE,2019-06-25,2019-06-25,QL001278241,KELURAHAN TANJUNG DUREN SELATAN,0
"SALURAN AIR, KALI/SUNGAI",LAIN-LAIN: SAMPAH DISALURAN,COMPLETE,2019-06-25,2019-06-25,QL001278237,KELURAHAN TANJUNG DUREN SELATAN,0
"SALURAN AIR, KALI/SUNGAI",LAIN-LAIN: SAMPAH DI SALURAN,COMPLETE,2019-06-25,2019-06-25,QL001278233,KELURAHAN TANJUNG DUREN SELATAN,0
POHON,PERMINTAAN TANAM POHON,COMPLETE,2019-06-25,2019-06-26,QL001278217,KELURAHAN PINANGSIA,1
POHON,PERMINTAAN TANAM POHON,COMPLETE,2019-06-25,2019-06-26,QL001278218,KELURAHAN PINANGSIA,1
"SALURAN AIR, KALI/SUNGAI",LAIN-LAIN: SAMPAH DI SALURAN,COMPLETE,2019-06-25,2019-06-26,QL001278148,KELURAHAN TANJUNG DUREN SELATAN,1
"SALURAN AIR, KALI/SUNGAI",LAIN-LAIN: SAMPAH SALURAN,COMPLETE,2019-06-25,2019-06-25,QL001278147,KELURAHAN TANJUNG DUREN SELATAN,0
SAMPAH,SAMPAH GOT,COMPLETE,2019-06-25,2019-06-25,QL001278145,KELURAHAN JATI PULO,0
GANGGUAN KETENTERAMAN DAN KETERTIBAN,LAIN-LAIN: CORETAN,COMPLETE,2019-06-25,2019-06-25,QL001278117,KELURAHAN SLIPI,0
GANGGUAN KETENTERAMAN DAN KETERTIBAN,LAIN-LAIN: CORETAN,COMPLETE,2019-06-25,2019-06-25,QL001278114,KELURAHAN SLIPI,0
SAMPAH,SAMPAH RUANG PUBLIK,COMPLETE,2019-06-25,2019-06-25,QL001278116,KELURAHAN SLIPI,0
SAMPAH,SAMPAH TROTOAR,COMPLETE,2019-06-25,2019-06-25,QL001278106,KELURAHAN SLIPI,0
SAMPAH,SAMPAH RUANG PUBLIK,COMPLETE,2019-11-04,2019-11-04,QL001322163,KELURAHAN KEDOYA UTARA,0
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-11-04,2019-11-04,QL001322162,KELURAHAN KEDOYA UTARA,0
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-11-04,2019-11-04,QL001322161,KELURAHAN KEDOYA UTARA,0
SAMPAH,SAMPAH RUANG PUBLIK,COMPLETE,2019-11-04,2019-11-04,QL001322159,KELURAHAN KEDOYA UTARA,0
GANGGUAN KETENTERAMAN DAN KETERTIBAN,"IKLAN LIAR""",COMPLETE,2019-11-04,2019-11-04,QL001322158,KELURAHAN KEDOYA UTARA,0
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-11-04,2019-11-04,QL001322155,KELURAHAN KEDOYA UTARA,0
GANGGUAN KETENTERAMAN DAN KETERTIBAN,PELANGGARAN AREA PUBLIK,COMPLETE,2019-11-03,2019-11-03,QL001321718,KELURAHAN KEDOYA UTARA,0
SAMPAH,SAMPAH GOT,COMPLETE,2019-11-03,2019-11-03,QL001321717,KELURAHAN KEDOYA UTARA,0
GANGGUAN KETENTERAMAN DAN KETERTIBAN,PELANGGARAN AREA PUBLIK,COMPLETE,2019-11-03,2019-11-03,QL001321716,KELURAHAN KEDOYA UTARA,0
FASILITAS SOSIAL/FASILITAS UMUM,-,COMPLETE,2019-11-29,2019-11-29,JK1911290011,KELURAHAN KELAPA DUA,0
FASILITAS SOSIAL/FASILITAS UMUM,-,COMPLETE,2019-11-28,2019-11-28,JK1911280054,KELURAHAN KELAPA DUA,0
FASILITAS SOSIAL/FASILITAS UMUM,-,COMPLETE,2019-11-28,2019-11-28,JK1911280053,KELURAHAN KELAPA DUA,0
PELATIHAN KERJA DAN PRODUKTIVITAS TENAGA KERJA,-,COMPLETE,2019-11-28,2019-11-28,JK1911280052,KELURAHAN KELAPA DUA,0
FASILITAS SOSIAL/FASILITAS UMUM,-,COMPLETE,2019-11-28,2019-11-28,JK1911280051,KELURAHAN KELAPA DUA,0
KONFLIK SOSIAL,"CORETAN LIAR""",COMPLETE,2019-11-19,2019-11-19,QL001327543,KELURAHAN KELAPA DUA,0
KONFLIK SOSIAL,"CORETAN LIAR""",COMPLETE,2019-11-19,2019-11-19,QL001327541,KELURAHAN KELAPA DUA,0
TROTOAR,"RAMBU MIRING""",COMPLETE,2019-11-18,2019-11-18,QL001327070,KELURAHAN KELAPA DUA,0
JEMBATAN PENYEBERANGAN ORANG (JPO) DAN/ATAU HALTE,-,COMPLETE,2019-11-28,2019-11-28,QL001330457,KELURAHAN KEMANGGISAN,0
SAMPAH,"SAMPAH""",COMPLETE,2019-11-27,2019-11-27,TW000025512,KELURAHAN KEMANGGISAN,0
SAMPAH,"SAMPAH""",COMPLETE,2019-11-26,2019-11-27,EM000025455,KELURAHAN KEMANGGISAN,1
PELANGGARAN PERDA/PERGUB,-,COMPLETE,2019-11-26,2019-11-26,QL001329879,KELURAHAN KEMANGGISAN,0
PELANGGARAN PERDA/PERGUB,-,COMPLETE,2019-11-26,2019-11-26,QL001329878,KELURAHAN KEMANGGISAN,0
PELANGGARAN PERDA/PERGUB,-,COMPLETE,2019-11-26,2019-11-26,QL001329872,KELURAHAN KEMANGGISAN,0
PELANGGARAN PERDA/PERGUB,-,COMPLETE,2019-11-26,2019-11-26,QL001329869,KELURAHAN KEMANGGISAN,0
PELANGGARAN PERDA/PERGUB,-,COMPLETE,2019-11-25,2019-11-25,QL001329513,KELURAHAN KEMANGGISAN,0
KONFLIK SOSIAL,"CORETAN""",COMPLETE,2019-11-20,2019-11-20,QL001327730,KELURAHAN KEMANGGISAN,0
KONFLIK SOSIAL,"CORETAN""",COMPLETE,2019-11-19,2019-11-19,QL001327733,KELURAHAN KEMANGGISAN,0
KONFLIK SOSIAL,"CORETAN""",COMPLETE,2019-11-18,2019-11-19,QL001327273,KELURAHAN KEMANGGISAN,1
JEMBATAN PENYEBERANGAN ORANG (JPO) DAN/ATAU HALTE,"TONG RUSAK""",COMPLETE,2019-11-18,2019-11-18,QL001327272,KELURAHAN KEMANGGISAN,0
KONFLIK SOSIAL,"CORETAN""",COMPLETE,2019-11-18,2019-11-18,QL001327270,KELURAHAN KEMANGGISAN,0
KONFLIK SOSIAL,"CORETAN""",COMPLETE,2019-11-18,2019-11-18,QL001327269,KELURAHAN KEMANGGISAN,0
SAMPAH,"SAMPAH""",COMPLETE,2019-11-18,2019-11-18,QL001327007,KELURAHAN KEMANGGISAN,0
SAMPAH,"GEROBAK""",COMPLETE,2019-11-18,2019-11-18,QL001326943,KELURAHAN KEMANGGISAN,0
SAMPAH,-,COMPLETE,2019-11-15,2019-11-15,QL001325798,KELURAHAN KEMANGGISAN,0
SAMPAH,"GEROBAK SAMPAH""",COMPLETE,2019-11-13,2019-11-13,QL001325001,KELURAHAN KEMANGGISAN,0
SAMPAH,"GEROBAK SAMPAH""",COMPLETE,2019-11-13,2019-11-13,QL001324999,KELURAHAN KEMANGGISAN,0
SAMPAH,"SAMPAH""",COMPLETE,2019-11-12,2019-11-12,QL001324654,KELURAHAN KEMANGGISAN,0
SAMPAH,"SAMPAH KERING""",COMPLETE,2019-11-10,2019-11-10,TW000023910,KELURAHAN KEMANGGISAN,0
JEMBATAN PENYEBERANGAN ORANG (JPO) DAN/ATAU HALTE,"SAMPAH PUING""",COMPLETE,2019-11-05,2019-11-05,QL001322438,KELURAHAN KEMANGGISAN,0
JEMBATAN PENYEBERANGAN ORANG (JPO) DAN/ATAU HALTE,"PUING""",COMPLETE,2019-11-05,2019-11-05,QL001322435,KELURAHAN KEMANGGISAN,0
PELANGGARAN PERDA/PERGUB,SPANDUK/IKLAN LIAR,COMPLETE,2019-06-12,2019-06-12,QL001273696,KELURAHAN SLIPI,0
PELANGGARAN PERDA/PERGUB,SPANDUK/IKLAN LIAR,COMPLETE,2019-06-12,2019-06-12,QL001273694,KELURAHAN SLIPI,0
PELANGGARAN PERDA/PERGUB,SPANDUK/IKLAN LIAR,COMPLETE,2019-06-12,2019-06-12,QL001273695,KELURAHAN SLIPI,0
PELANGGARAN PERDA/PERGUB,SPANDUK/IKLAN LIAR,COMPLETE,2019-06-12,2019-06-12,QL001273687,KELURAHAN PAL MERAH,0
PELANGGARAN PERDA/PERGUB,SPANDUK/IKLAN LIAR,COMPLETE,2019-06-12,2019-06-12,QL001273685,KELURAHAN PAL MERAH,0
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-06-12,2019-06-12,QL001273641,KELURAHAN JELAMBAR,0
PELANGGARAN PERDA/PERGUB,SPANDUK/IKLAN LIAR,COMPLETE,2019-06-12,2019-06-12,QL001273628,KELURAHAN SLIPI,0
PELANGGARAN PERDA/PERGUB,SPANDUK/IKLAN LIAR,COMPLETE,2019-06-12,2019-06-12,QL001273624,KELURAHAN SLIPI,0
PELANGGARAN PERDA/PERGUB,SPANDUK/IKLAN LIAR,COMPLETE,2019-06-12,2019-06-12,QL001273626,KELURAHAN SLIPI,0
POHON,LAIN-LAIN: RUMPUT DI SALURAN,COMPLETE,2019-06-12,2019-06-12,QL001273620,KELURAHAN KELAPA DUA,0
PELANGGARAN PERDA/PERGUB,SPANDUK/IKLAN LIAR,COMPLETE,2019-06-12,2019-06-12,QL001273622,KELURAHAN SLIPI,0
PELANGGARAN PERDA/PERGUB,SPANDUK/IKLAN LIAR,COMPLETE,2019-06-12,2019-06-12,QL001273623,KELURAHAN SLIPI,0
PELANGGARAN PERDA/PERGUB,SPANDUK/IKLAN LIAR,COMPLETE,2019-06-12,2019-06-12,QL001273594,KELURAHAN KEDOYA UTARA,0
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-06-12,2019-06-12,QL001273595,KELURAHAN KEDOYA UTARA,0
JEMBATAN PENYEBERANGAN ORANG (JPO) DAN/ATAU HALTE,LAIN-LAIN: CORETAN,COMPLETE,2019-06-12,2019-06-12,QL001273592,KELURAHAN KEDOYA UTARA,0
SAMPAH,SAMPAH GOT,COMPLETE,2019-06-12,2019-06-12,QL001273562,KELURAHAN JELAMBAR,0
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-06-12,2019-06-12,QL001273563,KELURAHAN JELAMBAR,0
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-06-11,2019-06-12,QL001273556,KELURAHAN KELAPA DUA,1
PARKIR LIAR,PARKIR LIAR AREA PUBLIK,COMPLETE,2019-06-11,2019-06-12,QL001273542,KELURAHAN PEGADUNGAN,1
SAMPAH,SAMPAH GOT,COMPLETE,2019-06-11,2019-06-11,QL001273398,KELURAHAN TOMANG,0
PELANGGARAN PERDA/PERGUB,SPANDUK/IKLAN LIAR,COMPLETE,2019-06-11,2019-06-11,QL001273397,KELURAHAN TOMANG,0
JEMBATAN PENYEBERANGAN ORANG (JPO) DAN/ATAU HALTE,LAIN-LAIN: TUMPUKAN DAN RUMPUT,COMPLETE,2019-06-11,2019-06-11,QL001273395,KELURAHAN KEMANGGISAN,0
JEMBATAN PENYEBERANGAN ORANG (JPO) DAN/ATAU HALTE,LAIN-LAIN: KUMUH,COMPLETE,2019-06-11,2019-06-11,QL001273396,KELURAHAN KEMANGGISAN,0
SAMPAH,RUMPUT LIAR KECIL,COMPLETE,2019-06-11,2019-06-11,QL001273352,KELURAHAN KEBON JERUK,0
"SALURAN AIR, KALI/SUNGAI",LAIN-LAIN: SALURAN MAMPET,COMPLETE,2019-06-11,2019-06-11,TW000015655,KELURAHAN KRUKUT,0
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-06-11,2019-06-11,QL001273301,KELURAHAN TANJUNG DUREN SELATAN,0
PELANGGARAN PERDA/PERGUB,SPANDUK/IKLAN LIAR,COMPLETE,2019-06-11,2019-06-11,QL001273298,KELURAHAN PAL MERAH,0
PELANGGARAN PERDA/PERGUB,SPANDUK/IKLAN LIAR,COMPLETE,2019-06-11,2019-06-11,QL001273297,KELURAHAN PAL MERAH,0
SAMPAH,LAIN-LAIN: RUMLI,COMPLETE,2019-06-11,2019-06-11,QL001273289,KELURAHAN PEGADUNGAN,0
TROTOAR,LAIN-LAIN: TUTUP GOT JATUH,COMPLETE,2019-06-11,2019-06-11,QL001268518,KELURAHAN DURI KEPA,0
PELANGGARAN PERDA/PERGUB,SPANDUK/IKLAN LIAR,COMPLETE,2019-06-11,2019-06-11,QL001273274,KELURAHAN SLIPI,0
PELANGGARAN PERDA/PERGUB,SPANDUK/IKLAN LIAR,COMPLETE,2019-06-11,2019-06-11,QL001273273,KELURAHAN SLIPI,0
PELANGGARAN PERDA/PERGUB,SPANDUK/IKLAN LIAR,COMPLETE,2019-06-11,2019-06-11,QL001273272,KELURAHAN SLIPI,0
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-06-11,2019-06-11,QL001273263,KELURAHAN KAMAL,0
"SALURAN AIR, KALI/SUNGAI",TERSUMBAT PIPA/KABEL,COMPLETE,2019-06-11,2019-06-11,QL001273257,KELURAHAN KEBON JERUK,0
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-06-11,2019-06-11,QL001273249,KELURAHAN RAWA BUAYA,0
GANGGUAN KETENTERAMAN DAN KETERTIBAN,PELANGGARAN AREA PUBLIK,COMPLETE,2019-06-11,2019-06-11,QL001273243,KELURAHAN ANGKE,0
SAMPAH,SAMPAH RUANG PUBLIK,COMPLETE,2019-06-10,2019-06-11,QL001273170,KELURAHAN PEGADUNGAN,1
SAMPAH,SAMPAH TROTOAR,COMPLETE,2019-06-25,2019-06-25,QL001278104,KELURAHAN JELAMBAR BARU,0
SAMPAH,SAMPAH TROTOAR,COMPLETE,2019-06-25,2019-06-25,QL001278103,KELURAHAN JELAMBAR BARU,0
PELANGGARAN PERDA/PERGUB,SPANDUK/IKLAN LIAR,COMPLETE,2019-06-25,2019-06-25,QL001278098,KELURAHAN ANGKE,0
"SALURAN AIR, KALI/SUNGAI",TALI/MULUT AIR TERSUMBAT,COMPLETE,2019-06-25,2019-06-25,QL001278097,KELURAHAN ANGKE,0
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-06-25,2019-06-25,QL001278075,KELURAHAN JEMBATAN LIMA,0
PELANGGARAN PERDA/PERGUB,SPANDUK/IKLAN LIAR,COMPLETE,2019-06-25,2019-06-25,QL001278071,KELURAHAN PAL MERAH,0
PELANGGARAN PERDA/PERGUB,SPANDUK/IKLAN LIAR,COMPLETE,2019-06-25,2019-06-25,QL001278069,KELURAHAN PAL MERAH,0
SAMPAH,SAMPAH TROTOAR,COMPLETE,2019-06-25,2019-06-25,QL001278020,KELURAHAN TAMAN SARI,0
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-06-25,2019-06-25,QL001277249,KELURAHAN CENGKARENG BARAT,0
PERIZINAN,LAIN-LAIN: LAINYA,COMPLETE,2019-06-25,2019-06-25,QL001278029,KELURAHAN MANGGA BESAR,0
PELANGGARAN PERDA/PERGUB,SPANDUK/IKLAN LIAR,COMPLETE,2019-06-25,2019-06-25,QL001276648,KELURAHAN JELAMBAR,0
JEMBATAN PENYEBERANGAN ORANG (JPO) DAN/ATAU HALTE,JPO/HALTE KOTOR,COMPLETE,2019-06-25,2019-06-25,QL001278014,KELURAHAN KOTA BAMBU UTARA,0
SAMPAH,SAMPAH RUANG PUBLIK,COMPLETE,2019-06-25,2019-06-25,QL001278012,KELURAHAN KOTA BAMBU UTARA,0
SAMPAH,SAMPAH RUANG PUBLIK,COMPLETE,2019-06-25,2019-06-25,QL001278011,KELURAHAN KOTA BAMBU UTARA,0
SAMPAH,SAMPAH RUANG PUBLIK,COMPLETE,2019-06-25,2019-06-25,QL001278010,KELURAHAN KOTA BAMBU UTARA,0
PELANGGARAN PERDA/PERGUB,SPANDUK/IKLAN LIAR,COMPLETE,2019-06-25,2019-06-25,QL001278008,KELURAHAN SLIPI,0
PELANGGARAN PERDA/PERGUB,SPANDUK/IKLAN LIAR,COMPLETE,2019-06-25,2019-06-25,QL001278007,KELURAHAN SLIPI,0
PELANGGARAN PERDA/PERGUB,SPANDUK/IKLAN LIAR,COMPLETE,2019-06-25,2019-06-25,QL001278006,KELURAHAN SLIPI,0
SAMPAH,SAMPAH TROTOAR,COMPLETE,2019-06-25,2019-06-25,QL001277615,KELURAHAN KELAPA DUA,0
PELANGGARAN PERDA/PERGUB,SPANDUK/IKLAN LIAR,COMPLETE,2019-06-25,2019-06-25,QL001277616,KELURAHAN KELAPA DUA,0
SAMPAH,SAMPAH TROTOAR,COMPLETE,2019-06-25,2019-06-25,QL001277618,KELURAHAN KELAPA DUA,0
PARKIR LIAR,PARKIR LIAR AREA PUBLIK,COMPLETE,2019-06-25,2019-06-25,QL001277990,KELURAHAN JEMBATAN LIMA,0
SAMPAH,SAMPAH TROTOAR,COMPLETE,2019-06-25,2019-06-25,QL001277981,KELURAHAN JEMBATAN BESI,0
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-06-25,2019-06-25,QL001277801,KELURAHAN CENGKARENG TIMUR,0
SAMPAH,SAMPAH TROTOAR,COMPLETE,2019-06-25,2019-06-25,QL001277980,KELURAHAN GROGOL,0
SAMPAH,SAMPAH TROTOAR,COMPLETE,2019-06-25,2019-06-25,QL001277978,KELURAHAN GROGOL,0
SAMPAH,SAMPAH GOT,COMPLETE,2019-06-25,2019-06-25,QL001277976,KELURAHAN GROGOL,0
SAMPAH,SAMPAH TROTOAR,COMPLETE,2019-06-25,2019-06-25,QL001277979,KELURAHAN GROGOL,0
SAMPAH,SAMPAH TROTOAR,COMPLETE,2019-06-25,2019-06-25,QL001277973,KELURAHAN JEMBATAN BESI,0
LAIN-LAIN,LAIN-LAIN: SUDAH DI TL UNTUK REMAJA YANG MENGGANGGU KETENTRAMAN MASYARAKAT.,COMPLETE,2019-06-25,2019-06-26,TW000016058,KELURAHAN JEMBATAN BESI,1
SAMPAH,RUMPUT LIAR KECIL,COMPLETE,2019-06-24,2019-06-25,QL001277913,KELURAHAN KAMAL,1
POHON,PANGKAS S/D 70 CM,COMPLETE,2019-06-24,2019-06-25,QL001277909,KELURAHAN KAMAL,1
POHON,PANGKAS S/D 70 CM,COMPLETE,2019-06-24,2019-06-25,QL001277911,KELURAHAN KAMAL,1
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-06-24,2019-06-25,QL001277910,KELURAHAN KAMAL,1
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-06-24,2019-06-25,QL001277906,KELURAHAN KAMAL,1
SAMPAH,SAMPAH GOT,COMPLETE,2019-06-24,2019-06-25,QL001277904,KELURAHAN KAMAL,1
SAMPAH,RUMPUT LIAR KECIL,COMPLETE,2019-06-24,2019-06-25,QL001277905,KELURAHAN KAMAL,1
SAMPAH,SAMPAH GOT,COMPLETE,2019-06-24,2019-06-25,QL001277902,KELURAHAN KAMAL,1
PELANGGARAN PERDA/PERGUB,LAIN-LAIN: CORLI,COMPLETE,2019-06-24,2019-06-25,QL001277871,KELURAHAN JOGLO,1
JEMBATAN PENYEBERANGAN ORANG (JPO) DAN/ATAU HALTE,"TUMPUKAN""",COMPLETE,2019-11-05,2019-11-05,QL001322432,KELURAHAN KEMANGGISAN,0
JEMBATAN PENYEBERANGAN ORANG (JPO) DAN/ATAU HALTE,"SAMPAH KARUNG""",COMPLETE,2019-11-05,2019-11-05,QL001322433,KELURAHAN KEMANGGISAN,0
GANGGUAN KETENTERAMAN DAN KETERTIBAN,"CORETAN""",COMPLETE,2019-11-05,2019-11-05,QL001322261,KELURAHAN KEMANGGISAN,0
JEMBATAN PENYEBERANGAN ORANG (JPO) DAN/ATAU HALTE,"CORETAN""",COMPLETE,2019-11-03,2019-11-04,QL001321553,KELURAHAN KEMANGGISAN,1
JEMBATAN PENYEBERANGAN ORANG (JPO) DAN/ATAU HALTE,"CORETAN""",COMPLETE,2019-11-03,2019-11-04,QL001321208,KELURAHAN KEMANGGISAN,1
SAMPAH,SAMPAH GOT,COMPLETE,2019-11-28,2019-11-28,EM000024575,KELURAHAN KEMBANGAN SELATAN,0
SAMPAH,SAMPAH TROTOAR,COMPLETE,2019-11-22,2019-11-22,QL001328564,KELURAHAN KEMBANGAN SELATAN,0
SAMPAH,SAMPAH TROTOAR,COMPLETE,2019-11-07,2019-11-07,QL001323247,KELURAHAN KEMBANGAN SELATAN,0
JEMBATAN PENYEBERANGAN ORANG (JPO) DAN/ATAU HALTE,"IKLI TEMPEL""",COMPLETE,2019-11-04,2019-11-04,QL001322145,KELURAHAN KEMBANGAN SELATAN,0
POHON,"SAMPAH JANUR""",COMPLETE,2019-11-04,2019-11-04,QL001322144,KELURAHAN KEMBANGAN SELATAN,0
SAMPAH,SAMPAH TROTOAR,COMPLETE,2019-11-04,2019-11-04,QL001322143,KELURAHAN KEMBANGAN SELATAN,0
SAMPAH,SAMPAH TROTOAR,COMPLETE,2019-11-03,2019-11-03,QL001321422,KELURAHAN KEMBANGAN SELATAN,0
PENCEMARAN LINGKUNGAN,"ASAP PEMBAKARAN SAMPAH""",COMPLETE,2019-11-28,2019-11-28,LP000024759,KELURAHAN KEMBANGAN UTARA,0
GANGGUAN KETENTERAMAN DAN KETERTIBAN,"IZIN KERAMAIAN""",COMPLETE,2019-11-17,2019-11-17,QL001311246,KELURAHAN KEMBANGAN UTARA,0
FASILITAS SOSIAL/FASILITAS UMUM,-,COMPLETE,2019-11-29,2019-11-29,JK1911290040,KELURAHAN KOTA BAMBU SELATAN,0
KOMUNIKASI PEMERINTAH,-,COMPLETE,2019-11-29,2019-11-29,JK1911290039,KELURAHAN KOTA BAMBU SELATAN,0
PELANGGARAN PERDA/PERGUB,SPANDUK/IKLAN LIAR,COMPLETE,2019-11-21,2019-11-21,QL001328285,KELURAHAN KOTA BAMBU SELATAN,0
TROTOAR,"PENUTUP SALURAN RUSAK""",COMPLETE,2019-11-15,2019-11-15,QL001325748,KELURAHAN KOTA BAMBU SELATAN,0
GANGGUAN KETENTERAMAN DAN KETERTIBAN,"CORETAN DI TUGU PEMBATAS""",COMPLETE,2019-11-04,2019-11-04,QL001321662,KELURAHAN KOTA BAMBU SELATAN,0
GANGGUAN KETENTERAMAN DAN KETERTIBAN,"CORETAN.DI PLANG PEMBATAS""",COMPLETE,2019-11-04,2019-11-04,QL001321663,KELURAHAN KOTA BAMBU SELATAN,0
JEMBATAN PENYEBERANGAN ORANG (JPO) DAN/ATAU HALTE,"CORETAN LIAR DI TIANG FLY OVER""",COMPLETE,2019-11-01,2019-11-01,QL001320969,KELURAHAN KOTA BAMBU SELATAN,0
RUPABUMI,-,COMPLETE,2019-11-30,2019-12-01,JK1911300033,KELURAHAN KOTA BAMBU UTARA,1
KOMUNIKASI PEMERINTAH,-,COMPLETE,2019-11-29,2019-12-01,JK1911290054,KELURAHAN KOTA BAMBU UTARA,2
KOMUNIKASI PEMERINTAH,-,COMPLETE,2019-11-29,2019-12-01,JK1911290053,KELURAHAN KOTA BAMBU UTARA,2
GANGGUAN KETENTERAMAN DAN KETERTIBAN,"SDH BERKOORDINASI DGN PIHAK KONTRAKTOR""",COMPLETE,2019-11-27,2019-11-27,LP000025500,KELURAHAN KOTA BAMBU UTARA,0
LEMBAGA KEMASYARAKATAN,REGULASI LEMBAGA KEMASYARAKATAN,COMPLETE,2019-11-30,2019-11-30,JK1911300017,KELURAHAN KRENDANG,0
KEPEMUDAAN,BANTUAN FASILITAS KEPEMUDAAN,COMPLETE,2019-11-28,2019-11-28,JK1911280061,KELURAHAN KRENDANG,0
JEMBATAN PENYEBERANGAN ORANG (JPO) DAN/ATAU HALTE,-,COMPLETE,2019-11-21,2019-11-21,QL001328203,KELURAHAN KRENDANG,0
SALURAN AIR,-,COMPLETE,2019-11-23,2019-11-23,QL001328939,KELURAHAN KRUKUT,0
SALURAN AIR,-,COMPLETE,2019-11-22,2019-11-22,QL001328761,KELURAHAN KRUKUT,0
JEMBATAN PENYEBERANGAN ORANG (JPO) DAN/ATAU HALTE,"KABEL TELKOM TURUN KE JALAN""",COMPLETE,2019-11-17,2019-11-17,QL001326745,KELURAHAN KRUKUT,0
SAMPAH,SAMPAH GOT,COMPLETE,2019-11-12,2019-11-12,QL001324662,KELURAHAN KRUKUT,0
POHON,"SAMPAH DI RUNAH DINAS""",COMPLETE,2019-11-07,2019-11-07,QL001323101,KELURAHAN KRUKUT,0
JEMBATAN PENYEBERANGAN ORANG (JPO) DAN/ATAU HALTE,"JEMBATAN LINGKUNGAN """,COMPLETE,2019-11-05,2019-11-05,QL001322429,KELURAHAN KRUKUT,0
GANGGUAN KETENTERAMAN DAN KETERTIBAN,"CORETAN LIAR""",COMPLETE,2019-11-04,2019-11-04,QL001321616,KELURAHAN KRUKUT,0
ORANG HILANG,"SAMPAH""",COMPLETE,2019-11-02,2019-11-03,QL001321374,KELURAHAN KRUKUT,1
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-11-02,2019-11-02,QL001321373,KELURAHAN KRUKUT,0
SAMPAH,SAMPAH RUANG PUBLIK,COMPLETE,2019-06-10,2019-06-11,QL001273169,KELURAHAN PEGADUNGAN,1
SAMPAH,SAMPAH RUANG PUBLIK,COMPLETE,2019-06-10,2019-06-11,QL001273168,KELURAHAN PEGADUNGAN,1
